32	0x20	 	4890375	6977979	rus	Для поддержки ты подставил свое плечо.	Pereskaz	2018-07-04 21:02:49	2018-07-04 21:02:49
35422	0x8a5e	詞	1	2678297	rus	Я не знаю больше онлайн-словарей, но в PDF’ном виде есть 香港粵語詞典, можно скачать с ishare.iask.sina.com.cn.	User55521	2013-08-15 16:40:43	2019-02-24 20:40:42
35486	0x8a9e	語	1	2678297	rus	Я не знаю больше онлайн-словарей, но в PDF’ном виде есть 香港粵語詞典, можно скачать с ishare.iask.sina.com.cn.	User55521	2013-08-15 16:40:43	2019-02-24 20:40:42
39321	0x9999	香	1	2678297	rus	Я не знаю больше онлайн-словарей, но в PDF’ном виде есть 香港粵語詞典, можно скачать с ishare.iask.sina.com.cn.	User55521	2013-08-15 16:40:43	2019-02-24 20:40:42
40636	0x9ebc	麼	1	510821	rus	Если я введу на китайском упрощёнными иероглифами "什么", я смею ожидать получить в результате "甚麼".	Tonari	2010-09-13 15:39:46	2010-09-13 15:54:24
49888	0xc2e0	신	1	3219801	rus	Как лучше всего перевести «허신» на испанский?	marafon	2014-05-01 08:58:07	2014-05-01 08:58:07
54728	0xd5c8	허	1	3219801	rus	Как лучше всего перевести «허신» на испанский?	marafon	2014-05-01 08:58:07	2014-05-01 08:58:07
119860	0x1d434	𝐴	3	5320437	rus	Две величины 𝐴 и 𝐵 называют пропорциональными, когда они отличаются друг от друга на постоянный множитель 𝑐 ≠ 0, то есть 𝐴 = 𝑐𝐵. Очевидно, верно также, что 𝐵 = 𝑐′𝐴, где 𝑐′ = 1/𝑐.	Ooneykcall	2016-08-05 21:34:19	2016-08-05 21:34:19
119861	0x1d435	𝐵	3	5320437	rus	Две величины 𝐴 и 𝐵 называют пропорциональными, когда они отличаются друг от друга на постоянный множитель 𝑐 ≠ 0, то есть 𝐴 = 𝑐𝐵. Очевидно, верно также, что 𝐵 = 𝑐′𝐴, где 𝑐′ = 1/𝑐.	Ooneykcall	2016-08-05 21:34:19	2016-08-05 21:34:19
119888	0x1d450	𝑐	5	5320437	rus	Две величины 𝐴 и 𝐵 называют пропорциональными, когда они отличаются друг от друга на постоянный множитель 𝑐 ≠ 0, то есть 𝐴 = 𝑐𝐵. Очевидно, верно также, что 𝐵 = 𝑐′𝐴, где 𝑐′ = 1/𝑐.	Ooneykcall	2016-08-05 21:34:19	2016-08-05 21:34:19
119890	0x1d452	𝑒	1	7469997	rus	Натуральный логарифм числа Эйлера 𝑒 равен единице.	alik_farber	2018-11-17 01:14:42	2018-11-17 01:14:42
119909	0x1d465	𝑥	2	6541831	rus	Найдите уравнение параболы, полученной сдвигом параболы 𝑦 = 𝑥² − 4𝑥 + 7 на 3 единицы вправо по оси абсцисс и на 2 единицы влево по оси ординат.	sharptoothed	2017-12-06 12:30:26	2017-12-06 12:30:26
119910	0x1d466	𝑦	1	6541831	rus	Найдите уравнение параболы, полученной сдвигом параболы 𝑦 = 𝑥² − 4𝑥 + 7 на 3 единицы вправо по оси абсцисс и на 2 единицы влево по оси ординат.	sharptoothed	2017-12-06 12:30:26	2017-12-06 12:30:26
